bokning_id,medlem_id,medlemstyp,medlem_startdatum,medlem_slutdatum,månadskostnad,födelseår,pass_id,passnamn,anläggning,instruktör,bokningsdatum,passdatum,passtid,status,feedback_text,feedbackdatum,feedback_betyg
BOK-000919,MED-10185,Premium,2023-08-15,2025-04-27,599,1984,PASS-2024-10-13-919,Yoga,Malmö Västra Hamnen,David Chen,2024-10-10,2024-10-13,18:30,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-10-14,4
BOK-001436,MED-10202,Premium,2022-10-28,2025-01-24,599,1978,PASS-2024-12-12-1436,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-12-06,2024-12-12,18:30,Klar,,,
BOK-001437,MED-10050,Premium,2023-06-05,2025-04-03,599,1992,PASS-2024-10-16-1437,Styrketräning,GÖTEBORG HISINGEN,Sara Nilsson,2024-10-09,16/10/2024,08:00,Genomförd,,,
BOK-001438,MED-10062,Bas,2022-11-10,2025-08-03,349,2005,PASS-2024-07-13-1438,Spinning,Göteborg Hisingen,Sara Nilsson,2024-07-06,2024-07-13,08:00,Ej närvarande,,,
BOK-001439,MED-10035,Student,2023-01-18,2024-09-08,249,2001,PASS-2024-12-05-1439,Yoga,Göteborg Centrum,Maria Santos,2024-12-03,2024-12-05,17:00,Avbokad,,,
BOK-001440,MED-10129,Bas,2023/02/01,2025-04-17,349,1997,PASS-2024-10-23-1440,Dans,LINKÖPING,Emma Larsson,21 oktober 2024,2024-10-23,19:00,Avbokad,,,
BOK-001441,MED-10374,Bas,2023-05-28,2024-09-08,349,1973,PASS-2024-10-23-1441,DANS,Linköping,Emma Larsson,2024-10-18,2024-10-23,09:00,Genomförd,,,
BOK-001442,MED-10120,Premium,2024-03-19,2025/04/20,599,1982,PASS-2024-11-23-1442,Yoga,Malmö Västra Hamnen,David Chen,2024-11-22,2024-11-23,18:00,Genomförd,Gör vad det ska. Kunde varit mer utmanande.,2024-11-23,3
BOK-001443,MED-10289,Student,2023-11-04,2024-10-04,249,1998,PASS-2024-08-09-1443,Styrketräning,Stockholm City,Erik Johansson,2024-08-02,2024-08-09,18:30,Deltog,Utmanande men roligt. Lagom nivå för mig.,2024-08-09,5
BOK-001444,MED-10025,Bas,2024-02-10,2024-11-16,349,1996,PASS-2024-10-29-1444,Dans,LINKÖPING,Emma Larsson,2024-10-24,2024-10-29,11:00,Genomförd,Fantastiskt pass! Emma är så energisk och motiverande.,2024-10-30,5
BOK-001445,MED-10155,Student,2024-05-06,2025-02-05,249,1995,PASS-2024-12-23-1445,Pilates,Västerås,Klara Svensson,"December 18, 2024",2024-12-23,17:00,Genomförd,"Lugn och avslappnande pilates, precis vad jag behövde.",2024-12-23,4
BOK-001446,MED-10088,Premium,2024-01-01,2025-06-05,599,1994,PASS-2024-08-12-1446,Boxning,Malmö Centrum,Johan Bergström,2024-08-09,2024-08-12,18:00,Genomförd,,,
BOK-001447,MED-10080,Bas,2022-07-23,2024-10-22,349,1993,PASS-2024-09-02-1447,Boxning,Malmö Centrum,,2024-08-28,2024-09-02,11:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-09-03,4
BOK-001448,MED-10363,Bas,2023-09-22,2025-04-11,349,1989,PASS-2024-07-05-1448,Dans,Uppsala,Lisa Andersson,2024-06-29,2024-07-05,18:00,Genomförd,"Underbar träning, kommer definitivt igen!",2024-07-05,4
BOK-001449,MED-10268,Student,2023-01-25,2025-01-28,249,1990,PASS-2024-08-25-1449,HIIT,STOCKHOLM SÖDERMALM,Anna Lindberg,2024-08-23,2024-08-25,20:00,Genomförd,,,
BOK-001242,MED-10081,student,2024-02-04,2024-10-23,249,1990,PASS-2024-12-29-1242,Yoga,Malmö Västra Hamnen,David Chen,2024-12-26,2024-12-29,06:30,Genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-12-29,5
BOK-001450,MED-10172,Premium,2022-11-11,2024-12-31,599,1991,PASS-2024-10-31-1450,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-10-27,2024-10-31,08:00,Avbokad,,,
BOK-001451,MED-10169,Student,2023-10-28,2025-02-27,249,1999,PASS-2024-12-04-1451,Pilates,Malmö Västra Hamnen,David Chen,2024-11-30,2024-12-04,18:30,Genomförd,,,
BOK-001452,MED-10062,Bas,2022-11-10,2024-11-12,349,2030,PASS-2024-10-07-1452,Spinning,Malmö Centrum,Johan Bergström,2 oktober 2024,2024-10-07,12:00,Genomförd,"Musiken var alldeles för hög, kunde inte höra instruktionerna.",2024-10-07,1
BOK-001453,MED-10333,Bas,"May 25, 2024",2024-12-12,349,1940,PASS-2024-07-15-1453,Spinning,Malmö Centrum,Johan Bergström,2024-07-10,2024-07-15,11:00,Genomförd,,,
BOK-001454,MED-10046,Premium,2023-06-29,2024-10-05,599,1993,PASS-2024-07-08-1454,HIIT,Stockholm Södermalm,Anna Lindberg,2024-07-03,2024-07-08,07:00,GENOMFÖRD,"Lugn och avslappnande hiit, precis vad jag behövde.",2024-07-09,4
BOK-001455,MED-10114,Premium,2022-10-17,2025-07-06,599,1992,PASS-2024-11-21-1455,Styrketräning,Stockholm City,Erik Johansson,2024-11-16,2024-11-21,17:30,Avbokad,,,
BOK-001456,MED-10241,Bas,2022-07-12,2022-05-29,349,1988,PASS-2024-11-12-1456,Zumba,Uppsala,Lisa Andersson,2024-11-11,2024-11-12,07:30,Genomförd,Bästa danspasset jag varit på. Kommer tillbaka!,2024-11-12,4
BOK-001457,MED-10085,Grund,2024/04/17,2024-11-02,349,1992,PASS-2024-11-14-1457,H.I.I.T,Stockholm Södermalm,Anna Lindberg,2024-11-07,2024-11-14,08:00,Genomförd,"Helt ok, men har varit på bättre.",2024-11-14,3
BOK-001458,MED-10289,Studerande,2023-11-04,2024-10-04,249,1998,PASS-2024-08-15-1458,Yoga,Västerås,Klara Svensson,2024-08-08,15 augusti 2024,17:00,Genomförd,Medelmåttigt. Varken bra eller dåligt.,2024-08-16,3
BOK-001459,MED-10067,Student,"November 24, 2023",2025-01-26,249,1981,PASS-2024-12-29-1459,HIIT,Sthlm Kungsholmen,Marcus Ek,2024-12-24,29 december 2024,06:30,Genomförd,"För många deltagare, ingen plats att röra sig.",2024-12-29,2
BOK-001460,MED-10246,Premium,2024-05-03,2024-09-22,599,2025,PASS-2024-10-01-1460,Yoga,Uppsala,Lisa Andersson,2024-09-30,2024-10-01,08:00,Genomförd,Fantastiskt pass! Lisa är så energisk och motiverande.,2024-10-01,5
BOK-001461,MED-10261,Bas,2022-08-20,2024-12-05,349,1991,PASS-2024-10-01-1461,Intervall,LUND,Fredrik Berg,2024-09-25,2024-10-01,12:00,no-show,,,
BOK-001462,MED-10236,Bas,2023-01-04,2025-06-28,349,,PASS-2024-10-08-1462,Pilates,Malmö Västra Hamnen,David Chen,2024-10-05,2024-10-08,18:00,Genomförd,,,
BOK-001463,MED-10284,Bas,2023-05-27,2024-10-19,349,1981,PASS-2024-07-01-1463,Vinyasa,Malmö Västra Hamnen,David Chen,2024-06-24,2024-07-01,18:30,Klar,Instruktören var superbra på att korrigera tekniken.,2024-07-02,4
BOK-001464,MED-10368,Bas,2022-07-30,2025-07-04,349,1986,PASS-2024-10-18-1464,Spinning,Örebro,Oscar Holm,2024-10-16,2024-10-18,10:00,Genomförd,,,
BOK-001465,MED-10101,Bas,2022-11-30,2025-02-15,349,1994,PASS-2024-07-11-1465,Spinning,Göteborg Hisingen,,2024-07-10,2024-07-11,12:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-07-12,4
BOK-001466,MED-10314,Bas,"July 21, 2022",2025-01-06,349,1980,PASS-2024-10-23-1466,HIIT,Sthlm Södermalm,Anna Lindberg,2024-10-20,2024-10-23,18:00,Genomförd,"Lugn och avslappnande hiit, precis vad jag behövde.",2024-10-24,5
BOK-001467,MED-10195,Bas,2023-12-07,2024-12-17,349,1940,PASS-2024-11-20-1467,Pilates,Göteborg C,Maria Santos,2024-11-15,2024/11/20,18:30,Genomförd,,,
BOK-001468,MED-10078,Premium,2023-07-28,2025-07-09,599,1987,PASS-2024-11-13-1468,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-11-11,2024-11-13,07:30,Genomförd,,,
BOK-001469,MED-10099,Premium,2023-04-20,2025-02-14,599,1996,PASS-2024-09-25-1469,HIIT,Stockholm Södermalm,Anna Lindberg,2024-09-24,2024-09-25,16:00,Genomförd,,,
BOK-001470,MED-10308,Bas,2023-06-20,2024-12-05,349,1988,PASS-2024-11-26-1470,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-11-19,2024-11-26,10:00,Genomförd,Professionellt och välorganiserat pass.,2024-11-26,4
BOK-001471,MED-10243,Premium,2022-08-25,2025-01-24,599,1983,PASS-2024-08-28-1471,Spinning,Malmö Centrum,,2024-08-26,2024-08-28,20:00,No-show,,,
BOK-001472,MED-10295,Bas,2023-09-04,2024-09-25,349,1995,PASS-2024-08-29-1472,HIIT,Linköping,Emma Larsson,2024-09-01,2024/08/29,12:00,Genomförd,,,
BOK-001473,MED-10098,Student,2023-07-25,2024-12-24,249,1988,PASS-2024-09-06-1473,Yoga,Uppsala,Lisa Andersson,2024-09-02,2024-09-06,07:30,Genomförd,,,
BOK-001474,MED-10213,Bas,2022-11-16,2024-09-17,349,1985,PASS-2024-09-28-1474,Dans,Uppsala C,Lisa Andersson,2024-09-26,2024-09-28,19:00,Avbokad,,,
BOK-001475,MED-10221,Premium,2023-04-11,2024-10-16,599,2004,PASS-2024-10-04-1475,Spinning,Stockholm Södermalm,Anna Lindberg,2024-09-27,2024-10-04,18:30,GENOMFÖRD,,,
BOK-001476,MED-10103,BAS,2024-04-23,2024-10-24,349,2005,PASS-2024-10-20-1476,Intervall,Sthlm City,Erik Johansson,2024-10-14,20 oktober 2024,17:00,Avbokad,,,
BOK-001477,MED-10208,Bas,2023-12-05,2025-04-27,349,1989,PASS-2024-08-20-1477,DANS,Linköping C,Emma Larsson,2024-08-18,2024-08-20,08:00,Genomförd,Toppen! Emma är fantastisk som alltid.,2024-08-20,4
BOK-001478,MED-10006,Bas,2023-12-25,2024-12-18,349,1978,PASS-2024-10-12-1478,Core,Göteborg Centrum,Maria Santos,2024-10-11,2024-10-12,10:00,Genomförd,,,
BOK-001479,MED-10292,Plus,2024-01-05,25/09/2024,599,1992,PASS-2024-07-25-1479,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-07-23,2024-07-25,17:00,Genomförd,,,
BOK-001480,MED-10033,Premium,2022-09-17,2024-12-09,599,2003,PASS-2024-11-05-1480,Pilates,Västerås,Klara Svensson,2024-11-04,2024-11-05,12:00,Genomförd,,,
BOK-001481,MED-10278,Bas,2024-04-24,2025-02-01,349,1992,PASS-2024-10-23-1481,Pilates,Västerås,Klara Svensson,2024-10-19,2024-10-23,17:30,Genomförd,"Helt ok, men har varit på bättre.",2024-10-23,3
BOK-001482,MED-10207,Bas,2022-07-14,2025-01-14,349,1985,PASS-2024-10-15-1482,Spinning,Lund,Fredrik Berg,2024-10-11,2024-10-15,17:30,GENOMFÖRD,"Fungerar, men jag föredrar morgonpassen.",2024-10-16,3
BOK-001483,MED-10019,Student,2023-04-18,2024-11-16,249,2005,PASS-2024-10-05-1483,Yoga,,Lisa Andersson,2024-10-02,2024-10-05,17:30,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-10-05,5
BOK-001484,MED-10251,Grund,2023-10-08,2025-04-23,349,1984,PASS-2024-07-08-1484,Vinyasa,Uppsala,Lisa Andersson,2024-07-04,2024-07-08,17:00,Genomförd,,,
BOK-001485,MED-10241,Bas,2022-07-12,2025-05-30,349,1988,PASS-2024-07-09-1485,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-07-08,2024-07-09,07:30,Avbokad,,,
BOK-001486,MED-10161,Grund,2023-03-29,2025-05-07,349,1984,PASS-2024-09-25-1486,Hatha Yoga,Malmö Västra Hamnen,David Chen,2024-09-19,2024-09-25,17:00,Genomförd,Professionellt och välorganiserat pass.,2024-09-26,5
BOK-001487,MED-10150,Premium,2022-08-04,2024-09-19,599,1987,PASS-2024-07-24-1487,Spinning,Malmö Centrum,Johan Bergström,"July 17, 2024",2024-07-24,18:00,Genomförd,Härlig stämning i gruppen. Kul träning!,2024-07-25,4
BOK-001488,MED-10238,Bas,2024-01-06,2025-03-27,349,1994,PASS-2024-12-23-1488,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-12-20,2024-12-23,10:00,No-show,,,
BOK-001489,MED-10149,Bas,2024-04-09,2025-02-25,349,1994,PASS-2024-12-01-1489,Yoga,Uppsala,Lisa Andersson,2024-11-30,2024-12-01,19:00,Genomförd,Härlig stämning i gruppen. Kul träning!,2024-12-02,5
BOK-001490,MED-10357,Bas,2024-03-01,2025-07-10,349,2001,PASS-2024-10-22-1490,HIIT,Stockholm City,Erik Johansson,2024-10-15,2024-10-22,07:00,Avbokad,,,
BOK-001491,MED-10241,Bas,2022-07-12,2025-05-30,349,1988,PASS-2024-10-16-1491,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-10-11,2024-10-16,18:00,Genomförd,Standard boxning. Inget att klaga på.,2024-10-17,3
BOK-001492,MED-10259,Bas,2024-04-12,"July 06, 2025",349,1983,PASS-2024-11-17-1492,Spinning,Örebro,Oscar Holm,2024-11-16,2024-11-17,17:00,GENOMFÖRD,Bästa spinningpasset jag varit på. Kommer tillbaka!,2024-11-18,5
BOK-001493,MED-10129,Bas,2023-02-01,2025-04-17,349,1997,PASS-2024-09-24-1493,Yoga,Malmö Västra Hamnen,David Chen,2024-09-21,2024-09-24,17:00,Klar,,,
BOK-001494,MED-10253,Student,2023-08-12,2024-11-25,249,1980,PASS-2024-12-13-1494,Pilates,Malmö Västra Hamnen,David Chen,2024-12-10,2024-12-13,06:30,Avbokad,,,
BOK-001495,MED-10047,Bas,2023-01-21,2024-12-17,349,1978,PASS-2024-09-01-1495,Pilates,Malmö Västra Hamnen,David Chen,2024-08-28,01/09/2024,07:00,Genomförd,"Underbar träning, kommer definitivt igen!",2024-09-02,5
BOK-001496,MED-10290,Student,2022-10-10,2024-12-18,0,1993,PASS-2024-09-09-1496,pilates,Malmö Västra Hamnen,David Chen,2024-09-06,2024-09-09,18:30,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-09-10,5
BOK-001497,MED-10126,Gold,2022-12-06,2025-06-12,599,1996,PASS-2024-09-29-1497,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-09-23,2024-09-29,06:30,Genomförd,,,
BOK-001498,MED-10216,Bas,2023-04-05,2024-09-26,349,1998,PASS-2024-10-27-1498,HIIT,Linköping,Emma Larsson,2024-10-26,2024-10-27,20:00,No-show,,,
BOK-001499,MED-10042,Bas,16 maj 2023,2025-04-11,349,1995,PASS-2024-10-05-1499,Cykel,Göteborg Hisingen,Sara Nilsson,2024-09-28,2024-10-05,18:30,Genomförd,"Fungerar, men jag föredrar morgonpassen.",2024-10-05,3
BOK-001500,MED-10210,Student,2023-01-15,2024-10-15,249,1986,PASS-2024-11-16-1500,Yoga,Malmö Västra Hamnen,David Chen,2024-11-15,2024-11-16,17:00,Genomförd,,,
BOK-001501,MED-10216,Bas,2023-04-05,2024-09-26,349,1998,PASS-2024-11-14-1501,Spinning,Lund,Fredrik Berg,2024-11-09,2024-11-14,16:00,Avbokad,,,
BOK-001502,MED-10026,Bas,2023-03-27,2025-07-01,349,2003,PASS-2024-08-05-1502,Boxning,Stockholm Kungsholmen,Marcus Ek,1 augusti 2024,"August 05, 2024",18:00,No-show,,,
BOK-001503,MED-10138,Bas,2023-06-07,2025-01-29,349,1983,PASS-2024-11-30-1503,Vinyasa,Göteborg Centrum,,2024-11-27,2024-11-30,17:30,No-show,,,
BOK-001504,MED-10095,Premium,2023-04-07,2024-10-20,599,2001,PASS-2024-12-09-1504,Spinning,Lund C,Fredrik Berg,2024-12-07,2024-12-09,18:30,Avbokad,,,
BOK-001505,MED-10297,Bas,2022-12-24,2025-06-29,349,1991,PASS-2024-11-30-1505,Yoga,Uppsala,,2024-11-25,2024-11-30,07:00,Genomförd,"Underbar träning, kommer definitivt igen!",2024-12-01,5
BOK-001506,MED-10185,Premium,2023-08-15,2025-04-27,599,1984,PASS-2024-11-21-1506,Pilates,Västerås,Klara Svensson,2024-11-14,2024-11-21,12:00,Genomförd,,,
BOK-001507,MED-10016,Premium,2022-12-03,2 januari 2025,599,2003,PASS-2024-11-26-1507,Yoga,Västerås,Klara Svensson,2024-11-23,2024-11-26,06:30,Genomförd,Professionellt och välorganiserat pass.,2024-11-26,4
BOK-001508,MED-10041,Student,2023-11-09,2025-02-05,249,1995,PASS-2024-07-26-1508,Zumba,Linköping,Emma Larsson,19 juli 2024,2024-07-26,17:30,Genomförd,,,
BOK-001509,MED-10126,Premium,2022-12-06,2025-06-12,599,1996,PASS-2024-12-29-1509,Styrketräning,STOCKHOLM CITY,Erik Johansson,2024-12-28,2024-12-29,06:30,Avbokad,,,
BOK-001510,MED-10075,Bas,2024-02-20,2024-10-06,349,1985,PASS-2024-09-14-1510,Dans,Linköping,Emma Larsson,2024-09-10,2024-09-14,07:00,Genomförd,,,
BOK-001511,MED-10082,Bas,2023-08-18,2025-07-05,349,1981,PASS-2024-07-11-1511,Styrketräning,,Oscar Holm,2024-07-08,2024-07-11,16:00,Genomförd,,,
BOK-001512,MED-10236,Bas,2023-01-04,2025-06-28,349,2006,PASS-2024-08-27-1512,Intervall,Lund,,2024-08-20,2024-08-27,17:30,Genomförd,"Musiken var alldeles för hög, kunde inte höra instruktionerna.",2024-08-27,2
BOK-001513,MED-10239,STUDENT,2024-03-17,2025-04-27,249,1992,PASS-2024-07-07-1513,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-06-30,7 juli 2024,20:00,Genomförd,,,
BOK-001514,MED-10027,Premium,2023-02-08,2025-05-27,599,1987,PASS-2024-07-08-1514,HIIT,Lund,Fredrik Berg,2024-07-01,2024-07-08,17:00,Genomförd,"Helt ok, men har varit på bättre.",2024-07-08,3
BOK-001515,MED-10219,Premium,2023-01-22,2024-10-31,599,1986,PASS-2024-10-15-1515,Boxning,Malmö Centrum,Johan Bergström,2024-10-12,2024-10-15,07:00,Genomförd,Gör vad det ska. Kunde varit mer utmanande.,2024-10-15,3
BOK-001516,MED-10162,Premium,2022-08-21,2024-09-29,599,,PASS-2024-08-17-1516,Pilates,Västra Hamnen,David Chen,2024-08-12,2024-08-17,19:00,Genomförd,,,
BOK-001517,MED-10330,Bas,2022-12-25,2024-10-27,349,1987,PASS-2024-12-05-1517,HIIT,Stockholm Södermalm,Anna Lindberg,2024-11-28,2024-12-05,18:00,Avbokad,,,
BOK-001518,MED-10361,Bas,2024-03-30,2025-04-17,349,1976,PASS-2024-12-12-1518,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-12-05,2024-12-12,08:00,Genomförd,Professionellt och välorganiserat pass.,2024-12-12,4
BOK-001519,MED-10290,Student,2022-10-10,2024-12-18,249,1993,PASS-2024-09-09-1519,Boxning,Malmö Centrum,Johan Bergström,2024-09-03,2024-09-09,17:00,Genomförd,"Lugn och avslappnande boxning, precis vad jag behövde.",2024-09-10,4
BOK-001520,MED-10267,Studerande,2023-01-05,2025-01-16,249,2002,PASS-2024-09-16-1520,YOGA,Malmö Västra Hamnen,David Chen,2024-09-14,2024-09-16,17:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-09-16,4
BOK-001521,MED-10129,Bas,2023-02-01,2025-04-17,349,1997,PASS-2024-07-27-1521,Dance,Uppsala,Lisa Andersson,2024-07-21,2024-07-27,12:00,Genomförd,Professionellt och välorganiserat pass.,2024-07-28,4
BOK-001522,MED-10225,Student,2023-09-26,2025-04-20,249,1990,PASS-2024-09-29-1522,Dans,Uppsala,Lisa Andersson,2024-09-25,2024-09-29,17:30,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-09-29,5
BOK-001523,MED-10007,Student,2024-02-28,2024-09-25,249,1980,PASS-2024-11-15-1523,yoga,Västerås,Klara Svensson,2024-11-12,2024-11-15,18:30,Genomförd,,,
BOK-001524,MED-10160,Premium,2023-05-19,2025-02-11,599,1998,PASS-2024-12-14-1524,HIIT,Linköping,Emma Larsson,2024-12-08,2024-12-14,10:00,Avbokad,,,
BOK-001525,MED-10007,Student,2024-02-28,2024-09-25,249,1980,PASS-2024-09-03-1525,Dans,Linköping,Emma Larsson,2024-08-29,2024-09-03,19:00,No-show,,,
BOK-001526,MED-10086,Premium,2023-09-07,2024-11-20,599,1985,PASS-2024-08-03-1526,Boxning,Malmö city,Johan Bergström,2024-08-01,2024-08-03,10:00,NO-SHOW,,,
BOK-001527,MED-10079,Studerande,2022-12-08,2024-09-03,249,1940,PASS-2024-12-15-1527,Cykel,Södermalm,Anna Lindberg,2024-12-14,2024-12-15,19:00,Genomförd,,,
BOK-001882,MED-10241,Bas,2022-07-12,2024/11/09,349,1988,PASS-2024-10-16-1882,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024/10/10,2024-10-16,07:00,Genomförd,"Besviken på Sara, inte alls lika bra som förra gången.",2024-10-16,2
BOK-001528,MED-10079,Student,2022-12-08,2024-09-03,249,2006,PASS-2024-12-25-1528,Pilates,Västerås,Klara Svensson,2024-12-22,2024-12-25,17:30,Genomförd,"Underbar träning, kommer definitivt igen!",2024-12-26,5
BOK-001529,MED-10311,Premium,2024-02-27,2025-04-08,599,1979,PASS-2024-08-25-1529,HIIT,Stockholm City,Erik Johansson,2024-08-20,2024-08-25,07:00,Avbokad,,,
BOK-001530,MED-10289,Student,2023-11-04,2024-10-04,249,1998,PASS-2024-10-28-1530,HIIT,Kungsholmen,Marcus Ek,2024-10-21,2024-10-28,19:00,Genomförd,,,
BOK-001531,MED-10094,Student,2023-04-06,2024-09-11,249,1997,PASS-2024-10-16-1531,HIIT,Linköping,Emma Larsson,2024-10-12,2024-10-16,17:00,Genomförd,,,
BOK-001532,MED-10325,Premium,2023-05-13,2025-04-01,599,2001,PASS-2024-12-26-1532,Spinning,Göteborg Hisingen,Sara Nilsson,2024-12-21,2024/12/26,17:30,Genomförd,,,
BOK-001533,MED-10333,Bas,2024-05-25,2024-12-12,349,,PASS-2024-12-25-1533,Yoga,Malmö Västra Hamnen,David Chen,2024-12-22,2024-12-25,10:00,Genomförd,,,
BOK-001534,MED-10345,Premium,2024-03-15,2025-05-18,599,1992,PASS-2024-12-06-1534,Spinning,Stockholm Södermalm,Anna Lindberg,2024-11-29,2024-12-06,17:30,Genomförd,Bästa spinningpasset jag varit på. Kommer tillbaka!,2024-12-06,5
BOK-001535,MED-10193,Premium,2022-09-16,2024-10-19,599,2004,PASS-2024-10-31-1535,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-10-28,2024-10-31,11:00,Genomförd,Standard boxning. Inget att klaga på.,2024-10-31,3
BOK-001536,MED-10318,Student,2023-08-21,2025-06-19,249,1988,PASS-2024-08-31-1536,HIIT,Linköping,Emma Larsson,2024-08-26,2024-08-31,20:00,Genomförd,"Helt okej pass, inget speciellt.",2024-09-01,3
BOK-001537,MED-10083,Premium,2022-08-22,2022-06-26,599,1995,PASS-2024-09-10-1537,Yoga,Göteborg Centrum,,2024-09-08,2024-09-10,17:30,Genomförd,Professionellt och välorganiserat pass.,2024-09-11,5
BOK-001538,MED-10132,Premium,2023-08-14,2024-12-28,599,1998,PASS-2024-08-09-1538,Boxning,Malmö Centrum,Johan Bergström,2024-08-06,2024-08-09,17:00,Genomförd,"Godkänt pass, lite kort kanske.",2024-08-10,3
BOK-001539,MED-10162,Premium,2022/08/21,2024-09-29,599,1989,PASS-2024-12-06-1539,Yoga,Göteborg Centrum,Maria Santos,2 december 2024,2024-12-06,19:00,Genomförd,Fantastiskt pass! Maria är så energisk och motiverande.,2024-12-07,4
BOK-001540,MED-10212,Student,2023-01-11,2025-01-24,249,1979,PASS-2024-07-25-1540,Dans,Linköping,Emma Larsson,2024-07-21,2024-07-25,17:30,No-show,,,
BOK-001541,MED-10255,Gold,2023-09-19,2025-04-20,599,2002,PASS-2024-09-20-1541,Styrketräning,Sthlm City,Erik Johansson,2024-09-18,2024-09-20,18:00,Genomförd,,,
BOK-001542,MED-10151,Bas,2023-11-10,2024-09-09,349,1996,PASS-2024-11-02-1542,Yoga,Uppsala,Lisa Andersson,2024-10-27,2024-11-02,08:00,Genomförd,,,
BOK-001543,MED-10327,BAS,2024-03-07,2024-09-25,349,1985,PASS-2024-07-23-1543,Spinning,Lund,Fredrik Berg,2024-07-16,2024-07-23,19:00,Genomförd,,,
BOK-001544,MED-10370,Plus,2022-07-31,2025-08-04,599,1990,PASS-2024-09-20-1544,HIIT,Stockholm Kungsholmen,Marcus Ek,2024/09/16,2024-09-20,06:30,Klar,,,
BOK-001545,MED-10205,Premium,2023-03-17,2025-02-11,599,1997,PASS-2024-09-30-1545,Boxning,,Johan Bergström,2024-09-29,2024-09-30,17:00,No-show,,,
BOK-001546,MED-10198,Bas,2023-10-06,2025-01-12,349,1988,PASS-2024-08-02-1546,HIIT,Stockholm Södermalm,Anna Lindberg,2024-07-30,2024-08-02,06:30,Genomförd,Standard hiit. Inget att klaga på.,2024-08-02,3
BOK-001547,MED-10093,Bas,2023-10-03,2024-11-21,349,1992,PASS-2024-09-13-1547,HIIT,Stockholm Södermalm,Anna Lindberg,2024-09-12,2024-09-13,09:00,genomförd,,,
BOK-001548,MED-10073,Premium,2023-02-19,2024-08-26,599,1982,PASS-2024-07-28-1548,spinning,Malmö C,Johan Bergström,2024-07-22,2024-07-28,17:00,Genomförd,Instruktören verkade ointresserad och omotiverande.,2024-07-29,2
BOK-001549,MED-10365,Bas,2023-05-02,2025-03-27,349,1993,PASS-2024-11-03-1549,Boxning,Malmö Centrum,Johan Bergström,2024-11-01,2024-11-03,08:00,Genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-11-03,4
BOK-001550,MED-10328,Premium,2024-04-12,2024-10-10,599,1992,PASS-2024-11-19-1550,Yoga,Malmö Västra Hamnen,David Chen,2024-11-15,2024-11-19,17:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-11-20,4
BOK-001551,MED-10100,Premium,2023-08-21,2025-02-25,599,2001,PASS-2024-10-25-1551,Dans,Linköping,Emma Larsson,2024-10-23,2024-10-25,17:30,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-10-25,5
BOK-001552,MED-10021,Premium,2022-08-13,2025-04-21,599,1990,PASS-2024-09-13-1552,Spinning,LUND,Fredrik Berg,2024-09-10,2024-09-13,20:30,Avbokad,,,
BOK-001553,MED-10329,Premium,2023-01-21,2025-07-06,599,1989,PASS-2024-12-25-1553,Pilates,Malmö Västra Hamnen,David Chen,2024-12-23,2024-12-25,07:00,Genomförd,,,
BOK-001554,MED-10176,Bas,2023-03-24,2025-06-07,349,1991,PASS-2024-11-01-1554,Spinning,Stockholm Södermalm,Anna Lindberg,2024-10-28,2024-11-01,11:00,Genomförd,,,
BOK-001555,MED-10187,Student,2024-03-27,2024-01-13,249,1989,PASS-2024-09-02-1555,Core,Västerås,Klara Svensson,2024-08-26,2024-09-02,20:00,No-show,,,
BOK-001556,MED-10181,Bas,2023-11-16,2025-01-28,349,2005,PASS-2024-10-03-1556,HIIT,Lund,Fredrik Berg,2024-09-30,2024-10-03,07:30,Genomförd,,,
BOK-001557,MED-10163,Bas,2022-12-15,2025-07-29,349,1997,PASS-2024-08-09-1557,Yoga,Uppsala,Lisa Andersson,2024-08-05,2024-08-09,07:30,Genomförd,"Helt okej pass, inget speciellt.",2024-08-09,3
BOK-001558,MED-10186,Bas,2024-04-10,2025-01-06,349,1987,PASS-2024-08-17-1558,Core,Gbg Centrum,Maria Santos,2024-08-13,2024-08-17,09:00,Genomförd,"Godkänt pass, lite kort kanske.",2024-08-18,3
